432.703763 73.501712 0.593000 0.081071 73.557825 76.216266 76.216266 756100.315872 2488.680676
505.905346 14.751591 0.770975 0.207863 68.355132 69.545157 69.545157 281741.065414 8569.228912
158.216949 296.735792 0.644183 0.230188 63.275650 67.656719 67.656719 3771352.323242 18997.262240
369.286865 368.742516 1.179628 0.180802 55.675077 57.886553 57.886553 1285099.054103 3160.470651
164.386875 278.057378 0.625812 0.325631 50.587606 62.789886 62.789886 15725204.694662 402.826979
445.988382 98.740764 0.694710 0.355002 70.862089 72.104170 72.104170 286743.528971 8428.964524
219.350627 368.051839 0.981663 0.428032 57.674979 60.133173 60.133173 1898035.552074 4198.598017
619.683572 62.120326 1.166609 0.384297 49.574822 56.725842 56.725842 8452055.118499 527.613994
304.409784 269.937671 0.758675 0.403753 66.402032 68.494865 68.494865 899543.236964 5648.329029
88.932760 137.503224 0.205617 0.101016 83.210027 89.799646 89.799646 3517710.544103 2413.026098
521.417490 298.975767 1.302465 0.307518 56.772764 57.079631 57.079631 43542.555035 32386.399851
88.359179 436.044093 1.188856 0.224264 34.747133 38.581268 38.581268 8036271.154530 6492.520188
122.745599 320.562448 0.768237 0.417316 41.967053 50.655942 50.655942 13528094.885904 1175.988661
359.717345 485.277510 1.707697 0.162181 39.036021 47.600929 47.600929 15162667.005925 285.597240
199.223324 303.232323 0.694980 0.232165 67.138115 69.521945 69.521945 1278804.590895 4957.802202
143.000171 278.468633 0.605396 0.478039 75.577753 75.744803 75.744803 22291.980552 111062.799821
221.751794 401.616977 1.082451 0.197209 58.914500 60.050666 60.050666 491566.838642 9517.679832
123.926626 337.892198 0.813031 0.439797 54.239221 56.593829 56.593829 2878295.827867 6643.414964
96.893744 253.483849 0.541055 0.328412 37.699676 50.623746 50.623746 16430826.735416 801.626877
249.668459 508.524401 1.663574 0.198885 36.444137 46.088055 46.088055 20031469.946438 286.161601
359.684318 205.527599 0.689060 0.389299 70.882010 72.116827 72.116827 302346.438089 8964.779582
192.798775 325.031415 0.766716 0.283279 66.776513 68.032585 68.032585 510586.514219 10271.949876
199.237947 341.959919 0.848550 0.259321 49.329267 59.106031 59.106031 13821882.059702 634.060959
306.926424 149.153440 0.512348 0.406420 60.097892 75.399905 75.399905 14090193.025482 -110.468643
213.854255 94.944510 0.248997 0.131573 100.295286 -1.000000 100.251856 347.268656 -813450.268145
19.606124 77.895006 0.234761 0.321148 21.284788 21.539260 21.539250 80830.485170 37448564.989626
572.369830 79.103236 1.009759 0.285408 58.510941 61.555630 61.555630 1832888.531828 2170.596552
214.911564 463.685795 1.369562 0.265886 55.012611 55.375990 55.375990 93334.705240 31955.504422
264.910433 350.455076 0.954264 0.406145 64.387775 64.621233 64.621233 27444.143710 57516.701433
151.076341 150.293432 0.342046 0.400615 75.144513 82.319512 82.319512 3927099.426902 1479.287891
217.835223 273.372102 0.632242 0.313535 73.925590 74.549083 74.549083 112457.974213 23416.551589
450.596314 119.446504 0.748046 0.463504 67.242058 69.454286 69.454286 823005.637876 4336.842081
128.875494 186.002696 0.336596 0.226652 85.787740 87.490506 87.490506 522610.843090 10383.494860
141.152096 18.396881 0.126405 0.085915 114.288450 -1.000000 114.048557 4861.609017 -180458.608249
104.213764 83.770136 0.211758 0.255156 56.021779 80.567601 80.567601 16859335.827382 258.559249
220.951932 51.934588 0.320268 0.506159 91.708007 92.694537 92.694537 80039.719037 13918.610846
114.270138 403.473474 1.026473 0.246475 51.463316 53.197681 53.197681 2308734.085097 8786.272820
319.551875 13.578696 0.396018 0.299231 66.936302 83.268987 83.268987 12463246.648914 46.072092
508.568509 194.522552 0.984343 0.234083 61.567145 63.018660 63.018660 506261.033994 8052.189786
243.972285 379.734617 1.059562 0.385452 51.354594 56.634197 56.634197 6348796.236822 1381.904342
131.002618 200.367729 0.370185 0.250847 85.045580 86.163070 86.163070 288961.154355 16387.303958
442.616897 226.994808 0.908176 0.363113 63.432227 64.870788 64.870788 493653.428810 6542.417370
147.292711 407.374618 1.101875 0.392775 43.720035 49.247688 49.247688 9617159.264836 1717.789115
565.166344 56.471811 0.998925 0.429089 49.736358 59.901962 59.901962 12859350.355945 258.771541
335.211344 188.615511 0.610880 0.415542 76.864343 76.899401 76.899401 476.982368 481866.355943
114.659083 574.082505 1.903251 0.079915 34.760493 41.124013 41.124013 13349976.391599 989.103299
166.215192 460.319731 1.309547 0.135798 37.441021 48.770686 48.770686 22345745.459165 326.099341
44.517074 576.802437 1.879393 0.023455 26.176280 32.669636 32.669636 10904484.986420 4381.939716
359.444697 187.392709 0.650645 0.392614 73.541735 74.223021 74.223021 99701.884257 18318.857699
84.931369 130.947251 0.331354 0.523824 57.808004 64.440301 64.440301 4547307.131340 3288.262895
251.888318 215.010185 0.559416 0.451004 71.300738 74.999864 74.999864 1787240.957778 2604.764799
164.934368 266.381035 0.610847 0.381873 39.216064 60.785894 60.785894 30328998.682884 153.181280
492.493278 120.590397 0.803562 0.159330 67.939528 68.776014 68.776014 152314.147997 12176.829328
367.106448 193.064629 0.667957 0.332496 71.714951 72.973184 72.973184 302048.028641 8790.853070
78.792006 48.424252 0.093035 0.061922 118.370184 118.734331 118.734331 13183.628817 70841.188057
139.594659 441.574293 1.198540 0.239014 54.204650 55.243054 55.243054 837902.339453 12415.340683
93.534846 298.633449 0.685666 0.369113 37.009605 45.099019 45.099019 11865398.754278 2441.876332
252.498145 80.756223 0.282567 0.128663 95.109185 96.062715 96.062715 86183.068104 15029.934224
469.960916 110.489676 0.748713 0.260849 69.983789 70.662492 70.662492 105774.340191 7328.549524
203.528270 247.338690 0.543213 0.256264 72.229331 75.427484 75.427484 1615882.477026 3595.768169
261.646162 400.683320 1.130935 0.195458 57.231501 58.815739 58.815739 817492.225042 5372.948135
387.537813 377.368706 1.273833 0.295391 48.637339 54.221630 54.221630 6711723.145438 781.967432
294.457860 215.316141 0.546433 0.106399 79.584127 -1.000000 79.422936 6361.947302 -187572.835557
315.930998 191.845388 0.553028 0.214776 77.193330 78.219450 78.219450 183610.672650 12137.317912
453.529130 266.198055 1.051675 0.384823 50.139314 58.357941 58.357941 10163178.402776 691.238718
176.649678 397.194690 1.007095 0.155405 61.934847 62.481079 62.481079 143876.711579 23151.145976
373.865606 21.446611 0.489337 0.339500 32.838117 -1.000000 82.979743 63986679.436709 -165.277485
78.159059 244.967539 0.454348 0.131997 4.169519 48.644091 48.644091 37459096.774994 228.178371
571.964986 47.060773 0.980501 0.222218 55.631526 61.525153 61.525153 5241198.029699 739.714528
377.162574 120.803019 0.532461 0.143961 80.278883 -1.000000 80.108857 6718.130887 -180780.344393
327.558943 437.696857 1.413242 0.271030 52.038051 53.641597 53.641597 976331.866739 5243.937638
218.889110 266.306811 0.645606 0.478644 71.298627 72.667751 72.667751 443077.606267 9525.038357
79.525963 286.161566 0.638006 0.349436 41.110268 44.777698 44.777698 5067454.563248 12353.895883
500.174018 278.558462 1.186950 0.284872 53.630181 57.181769 57.181769 2829982.099204 1677.572000
222.901240 174.367970 0.408582 0.270708 78.954132 83.120175 83.120175 1727911.949999 2475.574922
224.569101 89.707236 0.293064 0.241163 79.889926 90.228489 90.228489 5245042.441766 498.376162
